Lesson Name,Embed URL,BPM,Blocks
"Groove 1 — 62 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=62",62,1
"Groove 1 — 63 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=63",63,1
"Groove 1 — 64 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=64",64,1
"Groove 1 — 65 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=65",65,1
"Groove 1 — 66 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=66",66,1
"Groove 1 — 67 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=67",67,1
"Groove 1 — 68 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=68",68,1
"Groove 1 — 69 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=69",69,1
"Groove 1 — 70 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=70",70,1
"Groove 1 — 71 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=71",71,1
"Groove 1 — 72 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=72",72,1
"Groove 1 — 73 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=73",73,1
"Groove 1 — 74 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=74",74,1
"Groove 1 — 75 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=75",75,1
"Groove 1 — 76 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=76",76,1
"Groove 1 — 77 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=77",77,1
"Groove 1 — 78 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=78",78,1
"Groove 1 — 79 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=79",79,1
"Groove 1 — 80 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=80",80,1
"Groove 1 — 81 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=81",81,2
"Groove 1 — 82 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=82",82,2
"Groove 1 — 83 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=83",83,2
"Groove 1 — 84 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=84",84,2
"Groove 1 — 85 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=85",85,2
"Groove 1 — 86 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=86",86,2
"Groove 1 — 87 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=87",87,2
"Groove 1 — 88 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=88",88,2
"Groove 1 — 89 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=89",89,2
"Groove 1 — 90 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=90",90,2
"Groove 1 — 91 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=91",91,3
"Groove 1 — 92 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=92",92,3
"Groove 1 — 93 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=93",93,3
"Groove 1 — 94 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=94",94,3
"Groove 1 — 95 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=95",95,3
"Groove 1 — 96 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=96",96,3
"Groove 1 — 97 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=97",97,3
"Groove 1 — 98 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=98",98,3
"Groove 1 — 99 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=99",99,3
"Groove 1 — 100 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=100",100,3
"Groove 1 — 101 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=101",101,4
"Groove 1 — 102 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=102",102,4
"Groove 1 — 103 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=103",103,4
"Groove 1 — 104 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=104",104,4
"Groove 1 — 105 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=105",105,4
"Groove 1 — 106 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=106",106,4
"Groove 1 — 107 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=107",107,4
"Groove 1 — 108 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=108",108,4
"Groove 1 — 109 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=109",109,4
"Groove 1 — 110 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=110",110,4
"Groove 1 — 111 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=111",111,5
"Groove 1 — 112 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=112",112,5
"Groove 1 — 113 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=113",113,5
"Groove 1 — 114 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=114",114,5
"Groove 1 — 115 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=115",115,5
"Groove 1 — 116 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=116",116,5
"Groove 1 — 117 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=117",117,5
"Groove 1 — 118 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=118",118,5
"Groove 1 — 119 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=119",119,5
"Groove 1 — 120 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=120",120,5
"Groove 1 — 121 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=121",121,5
"Groove 1 — 122 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=122",122,5
"Groove 1 — 123 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=123",123,5
"Groove 1 — 124 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=124",124,5
"Groove 1 — 125 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=125",125,5
"Groove 1 — 126 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=126",126,5
"Groove 1 — 127 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=127",127,5
"Groove 1 — 128 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=128",128,5
"Groove 1 — 129 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=129",129,5
"Groove 1 — 130 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=130",130,5
"Groove 1 — 131 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=131",131,5
"Groove 1 — 132 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=132",132,5
"Groove 1 — 133 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=133",133,5
"Groove 1 — 134 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=134",134,5
"Groove 1 — 135 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=135",135,5
"Groove 1 — 136 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=136",136,5
"Groove 1 — 137 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=137",137,5
"Groove 1 — 138 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=138",138,5
"Groove 1 — 139 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=139",139,5
"Groove 1 — 140 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=140",140,5
"Groove 1 — 141 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=141",141,5
"Groove 1 — 142 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=142",142,5
"Groove 1 — 143 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=143",143,5
"Groove 1 — 144 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=144",144,5
"Groove 1 — 145 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=145",145,5
"Groove 1 — 146 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=146",146,5
"Groove 1 — 147 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=147",147,5
"Groove 1 — 148 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=148",148,5
"Groove 1 — 149 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=149",149,5
"Groove 1 — 150 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=150",150,5
"Groove 1 — 151 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=151",151,5
"Groove 1 — 152 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=152",152,5
"Groove 1 — 153 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=153",153,5
"Groove 1 — 154 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=154",154,5
"Groove 1 — 155 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=155",155,5
"Groove 1 — 156 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=156",156,5
"Groove 1 — 157 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=157",157,5
"Groove 1 — 158 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=158",158,5
"Groove 1 — 159 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=159",159,5
"Groove 1 — 160 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=160",160,5
"Groove 1 — 161 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=161",161,5
"Groove 1 — 162 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=162",162,5
"Groove 1 — 163 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=163",163,5
"Groove 1 — 164 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=164",164,5
"Groove 1 — 165 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=165",165,5
"Groove 1 — 166 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=166",166,5
"Groove 1 — 167 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=167",167,5
"Groove 1 — 168 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=168",168,5
"Groove 1 — 169 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=169",169,5
"Groove 1 — 170 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=170",170,5
"Groove 1 — 171 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=171",171,5
"Groove 1 — 172 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=172",172,5
"Groove 1 — 173 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=173",173,5
"Groove 1 — 174 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=174",174,5
"Groove 1 — 175 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=175",175,5
"Groove 1 — 176 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=176",176,5
"Groove 1 — 177 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=177",177,5
"Groove 1 — 178 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=178",178,5
"Groove 1 — 179 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=179",179,5
"Groove 1 — 180 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=180",180,5
"Groove 1 — 181 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=181",181,5
"Groove 1 — 182 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=182",182,5
"Groove 1 — 183 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=183",183,5
"Groove 1 — 184 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=184",184,5
"Groove 1 — 185 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=185",185,5
"Groove 1 — 186 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=186",186,5
"Groove 1 — 187 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=187",187,5
"Groove 1 — 188 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=188",188,5
"Groove 1 — 189 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=189",189,5
"Groove 1 — 190 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=190",190,5
"Groove 1 — 191 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=191",191,5
"Groove 1 — 192 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=192",192,5
"Groove 1 — 193 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=193",193,5
"Groove 1 — 194 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=194",194,5
"Groove 1 — 195 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=195",195,5
"Groove 1 — 196 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=196",196,5
"Groove 1 — 197 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=197",197,5
"Groove 1 — 198 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=198",198,5
"Groove 1 — 199 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=199",199,5
"Groove 1 — 200 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=200",200,5
"Groove 1 — 201 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=201",201,5
"Groove 1 — 202 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=202",202,5
"Groove 1 — 203 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=203",203,5
"Groove 1 — 204 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=204",204,5
"Groove 1 — 205 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=205",205,5
"Groove 1 — 206 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=206",206,5
"Groove 1 — 207 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=207",207,5
"Groove 1 — 208 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=208",208,5
"Groove 1 — 209 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=209",209,5
"Groove 1 — 210 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=210",210,5
"Groove 1 — 211 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=211",211,5
"Groove 1 — 212 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=212",212,5
"Groove 1 — 213 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=213",213,5
"Groove 1 — 214 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=214",214,5
"Groove 1 — 215 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=215",215,5
"Groove 1 — 216 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=216",216,5
"Groove 1 — 217 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=217",217,5
"Groove 1 — 218 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=218",218,5
"Groove 1 — 219 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=219",219,5
"Groove 1 — 220 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=220",220,5
"Groove 1 — 221 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=221",221,5
"Groove 1 — 222 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=222",222,5
"Groove 1 — 223 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=223",223,5
"Groove 1 — 224 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=224",224,5
"Groove 1 — 225 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=225",225,5
"Groove 1 — 226 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=226",226,5
"Groove 1 — 227 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=227",227,5
"Groove 1 — 228 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=228",228,5
"Groove 1 — 229 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=229",229,5
"Groove 1 — 230 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=230",230,5
"Groove 1 — 231 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=231",231,5
"Groove 1 — 232 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=232",232,5
"Groove 1 — 233 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=233",233,5
"Groove 1 — 234 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=234",234,5
"Groove 1 — 235 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=235",235,5
"Groove 1 — 236 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=236",236,5
"Groove 1 — 237 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=237",237,5
"Groove 1 — 238 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=238",238,5
"Groove 1 — 239 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=239",239,5
"Groove 1 — 240 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=240",240,5
"Groove 1 — 241 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=241",241,5
"Groove 1 — 242 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=242",242,5
"Groove 1 — 243 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=243",243,5
"Groove 1 — 244 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=244",244,5
"Groove 1 — 245 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=245",245,5
"Groove 1 — 246 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=246",246,5
"Groove 1 — 247 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=247",247,5
"Groove 1 — 248 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=248",248,5
"Groove 1 — 249 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=249",249,5
"Groove 1 — 250 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=250",250,5
"Groove 1 — 251 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=251",251,5
"Groove 1 — 252 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=252",252,5
"Groove 1 — 253 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=253",253,5
"Groove 1 — 254 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=254",254,5
"Groove 1 — 255 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=255",255,5
"Groove 1 — 256 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=256",256,5
"Groove 1 — 257 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=257",257,5
"Groove 1 — 258 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=258",258,5
"Groove 1 — 259 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=259",259,5
"Groove 1 — 260 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=260",260,5
"Groove 1 — 261 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=261",261,5
"Groove 1 — 262 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=262",262,5
"Groove 1 — 263 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=263",263,5
"Groove 1 — 264 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=264",264,5
"Groove 1 — 265 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=265",265,5
"Groove 1 — 266 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=266",266,5
"Groove 1 — 267 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=267",267,5
"Groove 1 — 268 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=268",268,5
"Groove 1 — 269 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=269",269,5
"Groove 1 — 270 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=270",270,5
"Groove 1 — 271 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=271",271,5
"Groove 1 — 272 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=272",272,5
"Groove 1 — 273 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=273",273,5
"Groove 1 — 274 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=274",274,5
"Groove 1 — 275 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=275",275,5
"Groove 1 — 276 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=276",276,5
"Groove 1 — 277 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=277",277,5
"Groove 1 — 278 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=278",278,5
"Groove 1 — 279 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=279",279,5
"Groove 1 — 280 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=280",280,5
"Groove 1 — 281 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=281",281,5
"Groove 1 — 282 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=282",282,5
"Groove 1 — 283 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=283",283,5
"Groove 1 — 284 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=284",284,5
"Groove 1 — 285 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=285",285,5
"Groove 1 — 286 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=286",286,5
"Groove 1 — 287 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=287",287,5
"Groove 1 — 288 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=288",288,5
"Groove 1 — 289 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=289",289,5
"Groove 1 — 290 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=290",290,5
"Groove 1 — 291 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=291",291,5
"Groove 1 — 292 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=292",292,5
"Groove 1 — 293 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=293",293,5
"Groove 1 — 294 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=294",294,5
"Groove 1 — 295 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=295",295,5
"Groove 1 — 296 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=296",296,5
"Groove 1 — 297 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=297",297,5
"Groove 1 — 298 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=298",298,5
"Groove 1 — 299 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=299",299,5
"Groove 1 — 300 BPM","https://drumlion-groove-generator.netlify.app/?groove=1&bpm=300",300,5
